,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018,,2019,
Zip Code,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations,Total Sales,Total Stations
94605,6142704,6,5417633,6,5775910,7,4084879,6,4144084,5,,,,,5313859,6,4617328,6,5219222,6,4814440,6
94610,10747400,10,9597173,7,8475447,6,6613993,5,5609079,4,,,8126200,6,6071202,5,8184679,7,7725294,6,7450445,6
94903,6972511,5,7018596,5,6660981,6,7799346,6,5670667,5,8949869,7,8279865,6,7926257,6,8288134,6,8360806,6,8572747,6
95037,15171641,5,13597232,5,16369524,6,19110449,9,19104181,8,17259807,6,17576186,6,18173535,6,15544993,6,14496729,5,17927341,6
95066,8815940,7,8182745,7,9015152,7,7247725,6,8076602,7,,,7736706,6,9099428,7,9377526,7,8874853,7,6943085,6
95125,12807672,7,11299996,7,11152480,7,10678672,7,6687451,5,,,7763596,5,7889687,6,7148703,5,5517216,4,7722542,6
95222,1746840,5,1331741,4,2797978,6,1663664,5,1628642,5,1470884,5,1913018,5,2215584,6,2286907,6,2178426,6,2288752,6
95377,16896275,5,17280986,5,18917217,5,19039433,6,17955992,5,21549819,5,20986191,4,22462091,5,26775603,6,23993185,5,19313110,6
95404,7423951,4,8771390,6,7349877,5,7036968,7,8370353,7,7764544,6,6496876,7,8217261,7,6789884,6,7811782,7,5410416,6
95602,11861408,6,9893744,4,10388841,6,10063994,5,8777141,5,8876333,5,11651859,6,11400627,6,11519297,6,9015846,5,11025479,6
95632,10299742,6,8796126,5,8424211,5,7355054,5,,,,,7418402,5,7499645,5,9376912,6,8956529,6,7854489,6
95747,11411574,4,12163768,4,14400217,4,17500487,5,14386352,4,,,18619424,6,17790828,6,18988160,6,15927051,6,17611874,6
95817,9346063,6,8843609,6,8999353,6,8763024,6,8527236,6,,,4737799,4,8126172,6,8866421,6,6981059,5,8474916,6
95824,4220117,4,,,4152182,5,4622489,5,,,,,4885289,5,6607714,5,5082434,5,7728358,6,7416455,6
95834,14636989,6,12689802,7,15743532,7,11638747,6,14034887,6,9246133,4,12770253,6,15491755,6,17510957,6,18278487,6,16398088,6
95948,4183546,5,,,,,4191022,5,,,4299696,4,,,4913769,5,5063385,6,4990433,5,4972157,6
95987,6228078,6,8624412,6,5427822,6,3510304,4,5145196,5,2980763,4,,,4396514,5,5523779,6,5765511,5,6482706,6
95988,7240500,8,7352486,8,6533385,8,6187449,7,6274157,8,6316459,7,6890826,7,6543128,6,6742438,6,5891074,6,6005893,6
96097,6106595,7,5946660,6,4001761,5,5444062,7,2543889,4,2569423,4,5856796,7,6239683,7,6420008,7,6168894,7,6543541,6
96137,764916,6,293503,4,305057,4,,,313058,4,,,,,351228,4,345616,4,609097,7,708035,6
96161,5519628,5,5521629,5,4826577,6,4577739,6,,,4338959,5,6192046,8,6728722,9,7735364,9,5897518,7,5737363,6
90018,12733198,5,12415063,5,11198883,5,10786545,4,12758412,5,12607937,5,11138427,5,11463058,5,13028812,5,10414950,4,10924760,5
90021,6474543,6,3479349,5,4448161,5,5360929,5,6448123,6,,,3672419,5,5650228,6,6561764,7,5066306,5,3791760,5
90027,11244101,7,9675257,6,9316076,6,10298802,7,19533558,6,7047953,4,6831792,5,9001696,6,7664705,6,10596540,7,9867377,5
90043,14722798,7,9248243,5,16574211,5,12936486,7,10701264,5,11069593,6,11916561,6,12742508,6,11565622,7,8489648,7,8920892,5
90048,12182490,6,9420051,5,8365618,5,8161336,5,7387412,5,,,6007512,4,5160260,5,6280435,5,6128483,5,5798312,5
90058,,,,,,,,,3364505,4,3053293,4,1830779,4,8660086,6,9410265,7,10018302,6,5924270,5
90245,10325489,5,8194030,4,12725155,6,10648937,5,10702562,4,8369527,4,8409319,4,10518377,5,8032415,4,7867422,4,9253423,5
90272,6366484,6,5915197,5,5484549,5,5659818,5,5214466,5,4526856,4,,,5125011,5,8191991,5,7867091,5,7752732,5
90278,11159023,5,9861076,4,10072528,4,9783034,4,9538511,5,8750518,4,9600317,4,8217333,4,8378864,4,7899316,4,8257327,5
90405,9055461,4,7965243,4,8382952,5,6666663,4,7769586,5,5773293,4,7783447,5,7442729,5,7623997,5,7133784,5,5451390,5
90502,9076768,6,8642190,5,8061040,5,7545863,5,6442563,4,7395118,5,7464240,5,7530122,5,7150588,5,7025941,5,6698632,5
90670,13093985,5,9429628,5,6526947,5,7971817,5,8019998,5,7210535,4,8712802,5,8848563,5,8362027,5,9046793,5,8804094,5
90740,15774531,8,13598074,8,11660120,6,9047359,6,6013265,4,6233147,4,6250233,4,9753585,6,7988725,5,9427532,6,6844121,5
91007,8428433,4,,,7856329,4,7797036,4,,,,,,,7442726,5,7030669,5,7311014,5,5926578,5
91104,,,2572600,4,,,11071735,4,,,,,5646256,4,6139570,5,4744944,4,7742627,5,10002419,5
91316,11676851,6,9574991,6,9270066,5,9118071,4,9128081,4,11045287,5,9517176,6,13330995,7,10563746,6,13122288,7,11824588,5
91361,10765950,5,9002451,5,7536838,4,9999382,5,10314741,5,9384269,4,9032485,4,10264722,4,11039082,5,10935626,5,9724289,5
91504,7464373,5,7380243,5,7551341,5,6530117,4,6053678,5,,,8925980,5,7457545,5,7197781,5,7190159,5,7022125,5
91602,14099650,6,12653435,6,12887496,6,10998425,6,4823210,5,,,,,4824661,4,4236416,5,4917020,4,5611433,5
91755,,,,,,,,,,,8813396,4,,,8009680,4,7643419,4,17857316,5,26345857,5
91801,17466924,7,11725922,6,10814893,5,11769548,5,12320255,5,11803787,5,9763754,5,10848372,5,14549036,6,9258726,4,10208483,5
91803,25988585,6,25552162,6,24823411,6,24615673,5,17864579,4,20379858,4,,,23518976,5,22931780,5,21810355,5,25887912,5
91901,,,6156931,5,5870774,4,5771476,4,5374331,4,,,5582090,4,6460784,5,5638065,5,7110691,5,6968028,5
91941,4457224,5,5078527,5,8737360,7,6223348,7,5332609,5,7123329,6,6914618,6,8516283,6,7233373,5,6980861,5,6575350,5
92007,7860192,5,7928604,5,8000409,5,6324436,5,8023739,5,8298662,5,7911232,5,7843314,5,5836460,4,7450973,5,7147535,5
92009,20799180,5,21549804,5,21745873,5,19804350,5,,,21702064,5,,,9903910,5,9966691,5,8937920,5,26395078,5
92011,6437583,4,6768019,4,3613514,4,6096358,4,21901887,7,8807526,5,27983638,8,22736598,5,24735395,5,22436548,4,8726063,5
92027,9139978,6,7245643,4,6335832,6,4319944,5,5279022,4,,,8894964,5,9091588,5,7376950,4,10500720,5,10250537,5
92056,13984769,5,11897214,4,12859088,4,12780670,4,9402196,4,,,10755525,4,,,10889155,4,11409792,5,10667413,5
92084,10607153,6,11405033,6,9426351,5,12565160,6,7856619,4,12535102,6,11667120,6,11976731,7,13750011,7,10403262,5,8896842,5
92102,18700014,5,18535840,5,19247018,5,19107614,5,18796237,4,19899404,5,20550162,4,19923592,5,21981567,5,22540825,5,22963427,5
92106,3798653,5,3383794,5,3763479,5,3024262,5,5109769,6,6068162,5,5942243,5,5854823,5,6045898,5,5680525,5,6029990,5
92119,9573966,5,9758441,6,7274926,6,6795331,4,7500809,5,8665938,6,7921944,5,8631263,6,7555542,5,7245705,5,6405014,5
92122,12414416,5,11178138,5,11011261,5,10685218,5,,,,,9627109,4,8581615,5,9859026,5,9189535,5,8769979,5
92203,,,,,,,,,,,,,,,16180977,4,15235168,4,17687772,4,17551175,5
92251,,,4634813,4,,,4075126,4,,,,,,,4713800,4,4730234,4,8507637,4,6464852,5
92276,4895521,5,4411098,4,6875095,4,8319907,6,8142800,6,7196495,5,,,7542152,5,7806734,5,7878727,5,7530579,5
92301,2824661,5,2831701,5,3044309,5,3646488,5,3022674,4,2983831,5,3199715,4,3390543,5,3496456,5,5564028,6,4800597,5
92308,,,,,,,4848047,4,4646590,4,4628583,4,4701908,4,4788335,4,4840845,4,7090910,5,7071456,5
92337,5253469,4,6474956,4,8152386,4,8414496,4,7834007,4,,,9182678,4,12331937,5,8934327,4,10375441,6,8311798,5
92354,13839543,4,12619465,4,9936297,4,9673380,4,,,9970974,4,11443742,5,13307770,5,12757426,5,12248511,5,12220405,5
92557,,,,,,,,,8688369,4,,,9764033,4,14302297,5,12564255,4,12229464,4,14253451,5
92595,9841590,5,10290365,4,12379061,5,18466737,5,9080799,5,,,10969920,6,13378540,5,10801877,5,14850215,7,10770721,5
92807,9227016,4,8439164,4,5530526,4,8307010,4,,,,,,,9970038,5,9521846,5,9834502,5,9123965,5
92832,,,,,,,20677239,4,20313979,4,20028945,4,23295632,5,27341874,6,28503770,6,29195255,6,26630603,5
92866,6191163,4,6857489,4,6238316,4,6707857,5,5727369,5,,,,,5789913,5,5734080,4,,,7955790,5
92881,10535238,4,,,8075899,4,,,,,,,,,19394328,6,19867367,6,14329516,4,14992687,5
93013,11839980,5,11311600,5,12029252,5,11886970,5,12142418,5,11301656,5,10725075,5,10208964,5,9636928,5,8856733,5,8689975,5
93023,4801290,4,4862184,4,4955589,4,4966757,4,4912214,4,,,5787946,5,5308413,5,5018225,5,4430037,4,4503555,5
93060,10002870,6,7537063,5,7617956,6,5634976,4,6046113,4,5604527,4,4529851,4,7534454,5,8256885,5,8274590,5,8712225,5
93204,3847442,5,5098979,5,5057154,5,3681337,4,4502712,5,3902354,4,5114578,5,3557080,4,4158563,5,3228252,4,3190573,5
93241,6219386,7,6194479,7,3622255,5,3699121,5,6099949,7,4965035,5,5368171,5,6398014,5,6808967,5,6204489,6,3816605,5
93449,8708458,6,6445131,4,7947589,6,7897052,6,7004088,5,3762184,4,3499585,4,7302885,6,6263526,5,5859072,5,5359043,5
93455,7267636,5,7247526,4,6889084,4,,,,,,,5687344,4,7082594,5,5958547,4,5641566,5,5469053,5
93640,2518791,4,,,4533441,4,9037808,4,4574215,4,,,4585603,4,5368368,5,5608956,5,5155251,5,5523158,5
93720,16203149,6,16073621,5,20166667,7,19444994,6,19904384,6,,,20066664,7,25228424,9,24509561,8,27543070,7,21282527,5
93923,5487035,6,,,4869016,6,3853377,5,5379701,5,5679612,5,5872031,5,6054973,5,5807468,5,5978875,5,5893476,5
94019,6907006,4,6817354,4,7168602,4,,,7367474,5,,,10535759,6,8704511,6,8514078,5,8174113,4,7837876,5
94022,5330668,4,,,,,,,,,,,,,,,,,4754464,5,4725770,5
94062,4817631,5,4272389,5,4484016,5,2855666,4,,,,,2978732,4,3143878,4,3089363,4,2320671,4,4049749,5
94103,14864014,6,12105708,6,16518747,6,16376469,6,16591792,6,10123059,4,11443593,5,12372442,6,12174939,6,10075008,5,8597640,5
94123,7206860,5,5778973,5,6888636,5,6707995,5,6003958,4,,,4844402,4,6702875,5,6643529,5,4831202,4,5861099,5
94303,14718636,6,12881628,6,15441773,6,15168681,6,13512836,5,,,14493759,5,15378554,6,14993945,6,9929523,4,12453940,5
94306,4765962,4,4794896,4,5253654,4,3801358,4,5180278,4,,,4839940,4,7183642,6,5972882,5,7119140,5,6012992,5
94556,4347329,7,2812124,4,4215755,6,3504367,4,10035603,6,,,10876545,5,12452802,7,11608799,5,9966862,6,10008721,5
94580,8271318,6,7659063,6,7168618,6,6898126,5,7263941,4,,,7560361,4,10764992,5,8458799,5,8030668,5,8286366,5
94607,4363560,6,5059243,6,5018585,5,5174497,6,4762151,4,2901160,4,4148828,5,5000164,7,4791236,6,4608112,6,2578135,5
94608,7234683,4,,,7230048,4,6748481,5,9875357,6,4216975,4,,,8041750,6,8821857,6,6423764,5,7099447,5
94619,5736204,4,6084050,4,9764443,7,9389741,7,7685507,5,,,5751902,4,6373820,5,8802928,6,7742398,6,6237524,5
94947,9043380,5,4647552,5,8441884,5,7985941,5,8245959,5,,,8235593,5,9359971,5,9280224,5,,,8935201,5
94954,8010438,5,8536862,5,9309023,5,9578847,5,9782506,4,9511156,4,7788836,4,9798478,5,7708877,5,9596110,5,9796388,5
95010,5748700,4,5687949,4,5468906,4,5319949,4,5164636,4,6049709,4,6218463,4,7054945,5,6674186,5,6153090,5,6012995,5
95126,7561896,5,8096309,5,8211409,5,9176103,5,9793558,5,,,9565005,5,11376079,6,8994469,5,8279746,5,7923339,5
95136,7494439,6,6672828,5,9837651,6,10000412,6,9088486,6,,,6700058,4,11365924,6,7681486,5,7555734,5,6869736,5
95320,,,1930472,4,2293100,4,,,1691311,4,,,2112689,4,2317378,4,,,4223712,5,4409309,5
95327,3312073,7,3381041,6,3186398,5,2797816,6,2802844,4,2839468,4,3319446,6,3567929,5,3851912,5,3865192,5,3847631,5
95422,,,3238571,4,3009556,4,3121437,5,2968492,4,,,3047183,4,3454619,5,4085101,4,4463486,5,4490117,5
95448,,,6183175,5,5151674,5,6137437,4,6483143,4,8546479,6,7803366,6,8768097,7,7500302,6,6970723,6,5883953,5
95472,8205285,6,7822723,6,7643635,6,,,8069903,6,5761706,4,5955388,4,8752387,6,8742933,6,8399509,6,6699273,5
95519,4049673,6,4227385,6,4083848,6,4211341,7,4397375,8,,,4490332,6,4781127,6,,,4775483,6,3530479,5
95618,,,,,,,,,,,,,,,7800488,4,7588654,4,7340815,4,7661403,5
95666,617192,6,,,232976,4,759853,6,480987,5,,,,,326045,4,1110254,5,817359,6,1272560,5
95742,9587248,4,,,,,12042056,4,13399143,5,,,,,14359907,4,15809292,4,15689199,6,17135762,5
95757,,,,,,,,,,,,,,,,,,,12977120,5,26318198,5
95818,11443873,8,7924734,6,10419675,8,9710278,8,9283831,6,6403993,5,9743901,5,11224168,7,11186621,7,11095513,7,5641132,5
95838,9508191,5,8053528,5,8845882,5,7003160,4,9627141,5,9912094,5,7455159,4,10353634,5,10880939,5,10633856,5,11035677,5
95841,4985998,5,4443996,5,4907509,6,5075265,6,6087082,7,2697410,5,3535525,6,6307230,6,3161493,5,3300176,5,3360929,5
95842,10765275,7,10356621,6,9235313,6,9843650,6,9251589,5,,,10540549,5,11678032,6,11453484,6,10686129,6,9499466,5
95843,8296912,4,5880030,4,10505774,5,9028223,4,,,,,6252425,4,11505513,5,10317300,5,9417118,5,10129001,5
95966,6488728,9,7796017,9,6123369,9,5740238,9,5321852,8,4902608,6,5139186,7,5612188,7,8400634,7,12728455,8,2616651,5
96019,4471246,4,2442928,5,2736225,5,2269465,5,,,,,1759755,4,2275351,5,2200579,5,2393051,5,3537009,5
96051,903351,7,921992,5,310784,5,693735,4,,,633381,4,649089,4,835738,7,995114,6,929061,6,822801,5
96067,3453494,5,3302756,4,,,2914250,5,,,,,3268319,5,3698162,5,3684464,5,2398773,5,3375763,5
90006,12817289,5,12852244,5,11245229,5,9726303,5,7233323,4,,,7052635,4,9291714,6,11988877,5,12357366,7,10141302,4
90020,3536300,4,7646606,5,3568623,4,3562360,4,7402895,4,,,6328843,4,6320974,4,6817558,4,,,5762247,4
90063,5106558,4,4682348,4,5768209,5,4642609,4,4877936,5,4872452,5,5721477,5,4905422,5,4181388,4,4961264,5,4732234,4
90066,10175748,4,10653466,4,10598545,5,11338882,5,9838439,5,10792562,5,12646916,5,8971531,5,12927920,5,10378681,5,9878882,4
90230,,,,,6816608,5,8220516,5,8049610,4,,,6165031,4,8820836,4,8396667,4,6429687,4,7947057,4
90249,7299687,5,7306862,5,5985997,4,7516480,5,6817745,5,5254470,4,5511683,5,7312692,6,6124795,5,6175596,5,4752467,4
90266,8622219,4,8726065,4,8860977,4,9932028,5,9564251,4,10801263,5,10576824,5,10459283,5,10151462,5,7810481,4,7117567,4
90270,,,,,,,,,,,,,,,,,,,,,8770057,4
90275,8252208,4,7724822,4,8647224,4,8078018,4,8092380,4,7377628,4,,,,,,,,,5872335,4
90277,7095239,7,7169245,7,7070890,6,6126872,6,5977948,6,5763095,6,5517847,4,5705334,5,5430606,5,4913831,4,5181802,4
90303,13263756,5,13003220,4,11999292,4,11773049,4,,,12069381,4,,,12521293,4,13463991,4,14306345,4,13021461,4
90602,8488713,4,8837927,4,8688712,4,8395827,4,4701016,4,,,,,,,9212336,4,8581072,4,8980369,4
90623,,,,,,,,,14949177,4,,,9537039,4,8729904,4,,,8235216,4,7777047,4
90720,,,,,7377996,4,7420956,4,,,,,7478893,4,22394978,5,21973240,5,7123441,4,6667264,4
90746,,,8857692,4,9236829,4,7056604,4,,,,,,,12371395,5,14174808,5,12545695,5,9180319,4
90803,6978245,5,7954246,5,8516189,5,8633983,5,6427605,4,8517759,4,8214088,5,8284569,5,5873994,4,9548849,5,5352108,4
91001,,,,,,,,,,,,,,,7416171,4,7669166,4,7382476,4,7136398,4
91101,13995377,5,14582515,5,13975435,5,13607875,5,8285095,4,11723484,4,12003955,4,13017429,5,13919280,5,9340847,4,8407045,4
91105,5026788,4,5072772,4,5113713,5,6446022,5,6860661,5,,,,,,,3264707,4,4202062,5,3735197,4
91203,8991596,4,,,7848263,4,7264992,4,9187519,4,8589881,4,10201777,4,8904639,4,8628971,4,8382149,4,9149320,4
91304,,,7086341,4,6853349,4,,,6124920,4,,,,,8539696,4,7870486,4,7704148,4,7522252,4
91306,,,7540709,4,7177599,4,5542170,4,,,,,,,9484008,5,,,5629364,4,6016621,4
91351,14948824,5,15248657,5,15200019,5,15346340,5,14226592,4,,,18731800,4,17928188,4,17014468,4,19027196,4,18485251,4
91402,7609338,4,7578828,4,7889961,4,7596973,4,8131179,6,,,7148505,4,7964892,4,8733440,4,8488886,4,7242732,4
91423,8456619,4,,,8588746,4,7876419,4,,,6947170,4,,,7305755,4,7016101,4,7079595,4,6848300,4
91606,,,,,,,,,,,,,,,11021212,4,,,9008243,4,10364425,4
91723,,,,,,,,,,,,,,,,,,,,,3487522,4
91732,5314875,4,5891283,4,5932342,4,5881480,4,7283962,5,6036430,4,5541542,4,7490025,5,7419330,5,6351341,5,5172890,4
91780,7846092,5,8046770,5,8814394,5,6716613,4,5689405,5,6359764,4,,,,,5233164,4,,,5024828,4
92014,9433320,4,9000905,4,9637156,4,8722595,4,8504666,4,8202314,4,8420931,4,8316994,4,8415561,4,8104715,4,7541286,4
92057,7217372,4,6774377,4,6502359,4,6541587,4,6638344,4,6951616,4,6838923,4,6712145,4,6901817,4,6697279,4,6409986,4
92107,7060179,4,6116092,4,5958378,4,5444161,4,5340304,4,,,,,4727523,4,5361236,4,5472042,4,5698800,4
92124,,,,,,,,,,,,,,,5825164,4,,,5364986,4,5699518,4
92131,9928878,4,9371314,4,,,5564426,4,7515998,4,,,,,6752238,4,6688077,4,6754229,4,5687166,4
92264,,,,,,,,,,,5631850,4,5864189,4,,,5720735,4,5410559,4,5533819,4
92270,5388424,4,,,,,,,,,,,,,,,,,,,3814298,4
92281,,,,,,,,,,,,,,,,,2114763,4,1905638,4,2664203,4
92359,3720801,4,4070628,5,4049286,5,4633532,5,4121597,5,,,,,4495086,4,4815059,4,4741964,4,4417021,4
92405,10468460,7,12401377,7,8555809,7,9194936,6,8220256,6,8505063,7,8057176,5,8694667,5,8376414,5,6126598,4,6273658,4
92505,5928631,4,6110764,4,,,,,,,,,,,8214418,5,8948438,4,10953682,5,7556784,4
92604,11216374,7,11005668,5,8909549,4,10257639,4,,,10563881,4,10641251,4,10279752,4,9015762,4,9783182,4,9269360,4
92606,,,,,,,,,,,,,,,,,,,,,7462863,4
92612,12694436,5,12024059,4,13001455,5,12764137,5,12866454,4,13744796,5,13157990,5,13092586,5,12417302,5,10731331,4,10664899,4
92620,5411219,4,8647250,4,8961020,4,8666698,4,9204987,4,,,,,,,11849233,4,,,11414345,4
92625,9227299,4,7919098,4,9727155,4,9307979,4,9029948,4,8675114,4,7235157,4,6663135,4,7778362,4,8871630,4,7476563,4
92688,16310945,5,13925498,4,14610813,4,14305659,4,14249825,4,14156943,4,13207958,4,14314142,4,14139274,4,13237755,4,12673269,4
92701,10213841,5,10188693,5,9816516,5,8557211,5,4819772,4,7937165,4,11013655,5,10869004,5,9224241,4,9557054,4,9541349,4
92840,14579539,4,12595751,4,9533509,4,11581976,4,,,,,,,14034997,4,,,11082196,4,9519092,4
92845,8401784,4,,,,,5959616,4,,,,,,,5252395,4,5306440,4,4386719,4,4735891,4
92883,,,,,14666488,4,,,21388360,4,,,15729225,4,,,,,16424087,4,15774854,4
92886,10345328,4,9945551,4,9150952,4,8836455,4,10159298,5,8333456,4,8633560,5,8416396,5,8126136,5,7614514,5,6090341,4
93012,8027554,5,6736012,4,7115025,4,7040764,4,6161170,4,,,,,6637994,5,7077284,5,7533162,5,5534170,4
93103,,,,,,,,,,,,,,,,,,,,,8207285,4
93111,7196712,4,7417766,4,6889127,4,5861677,4,6630204,4,,,,,7639834,4,7618711,4,7419421,4,7557937,4
93223,5023923,6,4502103,5,4868709,6,5883068,7,4008987,5,4856618,6,6155326,6,5055480,6,6407051,7,7158093,5,6081023,4
93239,6773435,8,5747808,7,9823837,7,9375242,7,9849235,5,,,7781937,6,7971292,5,8037077,5,7824229,6,5240968,4
93240,2564512,4,3405624,5,3009745,5,2854445,5,,,2785155,5,2217608,4,2307340,4,2228842,4,2203360,4,2185488,4
93250,2117561,4,1980938,4,2183245,5,1998424,4,1093666,4,2357665,5,2702137,5,2840694,5,2901551,5,2804001,4,2617572,4
93256,,,,,,,,,,,,,4084948,4,3927919,4,4110786,4,1957133,4,3807895,4
93444,,,8724052,4,9678401,4,,,,,,,,,,,,,8968529,4,8639069,4
93458,,,,,,,,,,,,,9403152,4,9401173,4,,,8564882,4,8586597,4
93560,7536285,4,8012398,4,9677791,4,8643507,4,9332829,4,7318996,4,7601440,4,8174199,4,7764811,4,7518174,4,7059786,4
93620,2117117,4,1895451,4,1963102,4,2158303,4,3144116,6,3119857,6,2549044,5,3678522,5,3361169,4,2728566,4,2379250,4
93625,8960403,4,8155441,4,8075004,4,7947970,4,,,,,9006578,4,8351510,4,8580527,4,9793211,4,8230744,4
93648,2714975,4,3793193,4,,,2743704,6,,,2156417,4,2203509,4,2278989,4,1823259,4,,,2077044,4
93664,175442,4,316983,5,285337,5,357166,5,3209605,4,223709,4,,,605514,4,725847,4,756270,4,702001,4
93701,,,,,,,1317583,5,1250660,4,,,,,,,2941368,4,1908620,5,1878391,4
93704,5487161,4,5043472,4,4816912,4,,,,,,,,,5120293,4,5396244,4,5208190,4,4955297,4
93908,,,1298802,4,,,,,1287616,4,,,,,1670165,4,,,3718854,4,4142718,4
93927,4065140,5,4085354,4,3776164,4,3794729,4,5140057,5,,,,,,,,,3467565,4,3384699,4
93950,3895623,4,4107282,4,,,3861522,4,,,,,,,,,,,,,3412581,4
93955,8922962,6,8433460,6,8999841,6,7233095,6,8597399,6,2688705,4,8293995,5,8058468,5,7884903,4,6657372,5,3984857,4
94116,8213670,4,,,8036334,4,7796667,4,7260031,4,,,6977193,4,6652613,4,6928397,4,,,7081292,4
94117,10891150,4,10251649,4,10166367,4,9760123,4,9640642,4,,,,,9722354,4,9683889,4,8646990,4,7730871,4
94134,,,,,,,,,,,,,,,3511617,4,3701987,4,3607663,4,3593302,4
94402,8024432,6,6341591,6,5665805,5,7437789,6,5166915,4,6563953,5,5144527,4,5523512,4,6201125,5,5286111,4,4950341,4
94404,,,,,,,,,,,,,,,7479887,4,,,7391318,4,6923213,4
94503,,,,,,,13304272,4,,,,,,,,,,,,,10082538,4
94511,89671,4,114387,6,,,286852,5,,,,,259254,4,313863,4,,,,,232748,4
94519,4539842,6,8565376,7,9627865,7,9557130,7,9803267,7,9225409,6,9385523,6,9614691,7,8424522,6,7837597,5,3567339,4
94530,5113628,4,5212144,4,4677815,4,4815435,4,4524699,4,,,,,,,,,,,3043337,4
94563,,,,,,,,,,,,,,,,,,,,,5717852,4
94571,3347078,4,3447756,4,2867401,4,,,,,3617996,4,,,5024754,4,4076560,4,3830072,4,3587548,4
94574,,,,,,,2931919,4,,,,,3016731,4,2991493,4,2990502,4,3245973,4,3460627,4
94603,,,,,5052780,4,4503714,4,,,,,,,4278549,4,3735943,4,,,3935355,4
94702,5287259,4,4678359,4,5329776,4,,,5602997,4,,,,,5571251,4,5647015,4,,,4896525,4
94705,,,,,,,,,,,,,,,,,,,,,5108172,4
94710,6122965,4,6248744,4,5099034,4,6305358,4,6364513,4,,,,,6834605,4,6448534,4,5704507,4,5401460,4
94805,8024392,4,8087799,4,,,8916098,4,10182229,5,,,11328024,5,11846449,5,10908688,5,11053181,5,8672281,4
94931,8616225,6,8378910,6,7901412,6,7279453,5,8351602,6,7618528,5,7571564,4,6410822,6,8744528,6,8007688,6,6468955,4
94949,10906891,4,9458621,4,12415277,4,,,13533698,4,,,13839500,4,13886164,4,13488981,4,,,12708839,4
95003,,,,,9334634,4,8979920,4,8007067,4,,,7337518,4,7173383,4,6909963,4,6179432,4,6602733,4
95012,3184651,4,3336514,5,3167770,5,2997660,5,7289672,5,,,,,2950793,4,2075264,4,2679460,4,2880115,4
95054,11288397,4,5397930,4,10484437,4,10482037,4,10551832,4,,,11003856,4,11473971,4,11248228,4,,,10353518,4
95073,6520401,6,7232957,6,7626550,7,6158742,6,6304955,6,,,6132840,6,5079591,5,8802382,6,7723481,6,5313642,4
95110,6784860,5,6353012,6,5711810,6,5724621,4,,,,,,,,,,,,,5978558,4
95133,8282719,4,,,7719632,4,7480696,4,8029017,4,,,,,,,7326856,4,,,9266505,4
95209,,,4186819,4,2533464,4,4071965,4,3868642,4,,,5485316,4,7527744,5,4779569,4,6198829,6,4024090,4
95212,,,,,,,6267579,4,,,,,6272449,4,6923880,4,6893216,4,6861985,4,6664164,4
95252,3784080,4,3047753,4,,,,,,,,,,,3723646,4,3896597,4,,,3466675,4
95334,7738608,5,6928040,4,8116768,7,7960896,7,8067275,7,5025879,5,8903939,6,8924656,7,8873010,6,8866732,6,4449310,4
95358,2957618,6,2121353,4,2073236,5,6632998,5,2582045,4,5540178,4,7230589,7,7393006,6,11683662,7,7116965,7,1803920,4
95382,7314975,5,7277904,5,4476697,5,6804602,5,6893070,5,,,7507982,5,8115873,5,8492750,5,7677159,5,6385936,4
95386,2481779,4,3556928,5,3294861,5,2775610,5,,,3175969,5,2617014,4,3638247,4,2398061,4,2046019,4,2253811,4
95387,6547505,4,5882622,4,4883099,4,4156957,4,,,4730075,4,5575882,4,5720810,4,6281148,4,,,6302807,4
95451,1950321,6,1696247,6,1601102,6,,,,,1048157,4,,,,,2134756,6,2311483,6,1550149,4
95605,,,7145259,5,5923228,4,5980550,5,6206430,5,,,5651262,4,6424185,5,6150427,4,6323794,4,6628443,4
95619,3162984,4,6598425,5,6311090,5,5920431,5,5718086,5,,,6417426,5,6492386,5,6597611,5,6662713,5,2981006,4
95640,1131407,5,1154493,4,1128475,4,1074870,4,,,,,1143233,4,1130328,4,1139545,4,1070128,4,1051461,4
95641,141455,5,135601,5,112390,5,118369,5,,,129421,4,129797,4,138375,4,136483,4,126413,4,121122,4
95662,6951148,4,4210416,4,,,7124286,4,6765701,5,,,7499376,4,7556141,4,7362175,5,7145626,4,3391812,4
95694,,,,,,,,,,,,,,,6537399,4,,,4902662,4,5172961,4
95816,4937891,5,,,6599381,4,7076902,5,6659952,4,,,7212801,4,7469042,4,,,5746908,5,14683722,4
95829,8633066,4,8834169,4,8447618,4,9674718,4,,,,,,,9575877,4,9412148,4,8865887,5,8406117,4
95831,12255942,4,11686415,4,10837668,4,10128111,4,,,,,9914577,4,11074493,4,11585007,4,11391773,4,10922614,4
95932,3036674,6,2669560,6,2483147,6,2693965,6,2787928,6,2965914,6,2984273,6,2880116,6,2884510,6,2784884,4,2709502,4
95953,,,4382448,4,4307664,4,4677041,4,4454054,4,4569675,4,5036815,4,4596818,4,4513490,4,4626940,4,4551119,4
95954,1754853,4,1784193,4,1739534,4,1605955,4,,,,,,,1518170,4,1629648,4,1573373,4,2127798,4
